Name,Version,Need Pedigree Review,Reason,Review Level,License Types,Declared License,License Status,Path,Short Name,Previously Declared,Repository URL,Copyright
extglob,0.3.2,false,Exempt - Version closely related to 0.3.1,2,MIT,MIT,Approved,dustjs-linkedin/node_modules/extglob,extglob,,https://github.com/jonschlinkert/extglob,Copyright (c) 2015- Jon Schlinkert.
extglob,2.0.4,false,Exempt - Version closely related to 2.0.3,2,MIT,MIT,Approved,extglob,extglob,,https://github.com/micromatch/extglob,Copyright (c) 2015-2017- Jon Schlinkert.
extract-zip,1.6.7,false,Exempt - Version closely related to 1.6.5,2,BSD-2-Clause,BSD-2-Clause,Approved,extract-zip,extract-zip,,https://github.com/maxogden/extract-zip,Copyright (c) 2014 Max Ogden and other contributors All rights reserved.
extsprintf,1.3.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,extsprintf,extsprintf,,https://github.com/davepacheco/node-extsprintf,Copyright (c) 2012- Joyent- Inc. All rights reserved.
fast-deep-equal,2.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fast-deep-equal,fast-deep-equal,,https://github.com/epoberezkin/fast-deep-equal,Copyright (c) 2017 Evgeny Poberezkin
fast-json-stable-stringify,2.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fast-json-stable-stringify,fast-json-stable-stringify,,https://github.com/epoberezkin/fast-json-stable-stringify,
faye-websocket,0.10.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,faye-websocket,faye-websocket,,http://github.com/faye/faye-websocket-node,Copyright (c) 2010-2015 James Coglan
faye-websocket,0.11.3,false,Exempt - Version closely related to 0.11.1,2,Apache-2.0,Apache-2.0,Approved,sockjs-client/node_modules/faye-websocket,faye-websocket,,https://github.com/faye/faye-websocket-node,Copyright 2010-2019 James Coglan
fd-slicer,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fd-slicer,fd-slicer,,https://github.com/andrewrk/node-fd-slicer,Copyright (c) 2014 Andrew Kelley
figgy-pudding,3.5.1,false,Previously pedigree reviewed,2,ISC,ISC,Approved,figgy-pudding,figgy-pudding,,https://github.com/zkat/figgy-pudding,Copyright (c) npm- Inc.
file-loader,4.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,file-loader,file-loader,NOT FOUND,https://github.com/webpack-contrib/file-loader,Copyright JS Foundation and other contributors
filename-regex,2.0.1,false,Exempt - Version closely related to 2.0.0,2,MIT,MIT,Approved,filename-regex,filename-regex,,https://github.com/regexhq/filename-regex,Copyright (c) 2014-2015- 2017- Jon Schlinkert
fill-range,2.2.4,false,Exempt - Version closely related to 2.2.3,2,MIT,MIT,Approved,expand-range/node_modules/fill-range,fill-range,,https://github.com/jonschlinkert/fill-range,Copyright (c) 2014-2018- Jon Schlinkert.
fill-range,4.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fill-range,fill-range,,https://github.com/jonschlinkert/fill-range,Copyright (c) 2014-2017- Jon Schlinkert
finalhandler,1.1.1,false,Exempt - Version closely related to 1.1.0,2,MIT,MIT,Approved,express/node_modules/finalhandler,finalhandler,,https://github.com/pillarjs/finalhandler,Copyright (c) 2014-2017 Douglas Christopher Wilson <doug@somethingdoug.com>
finalhandler,1.1.2,false,Exempt - Version closely related to 1.1.0,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/finalhandler,finalhandler,,,Copyright (c) 2014-2017 Douglas Christopher Wilson <doug@somethingdoug.com>
find-cache-dir,2.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,webpack/node_modules/find-cache-dir,find-cache-dir,,https://github.com/avajs/find-cache-dir,Copyright (c) James Talmage <james@talmage.io> (github.com/jamestalmage)
find-cache-dir,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,find-cache-dir,find-cache-dir,,https://github.com/avajs/find-cache-dir,Copyright (c) James Talmage <james@talmage.io> (github.com/jamestalmage)
find-up,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,import-local/node_modules/find-up,find-up,,https://github.com/sindresorhus/find-up,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
find-up,4.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,find-up,find-up,,https://github.com/sindresorhus/find-up,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
findup-sync,3.0.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,findup-sync,findup-sync,,https://github.com/gulpjs/findup-sync,Copyright (c) 2013-2018 Ben Alman <cowboy@rj3.net>- Blaine Bublitz <blaine.bublitz@gmail.com>- and Eric Schoffstall <yo@contra.io>
flatpickr,4.6.1,false,Previously pedigree reviewed,2,Apache-2.0 MIT,MIT,Approved,flatpickr,flatpickr,NOT FOUND,https://chmln.github.io/flatpickr,Copyright (c) 2017 Gregory Petrosyan
flush-write-stream,1.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,flush-write-stream,flush-write-stream,,https://github.com/mafintosh/flush-write-stream,Copyright (c) 2015 Mathias Buus
focus-trap,4.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,focus-trap,focus-trap,,https://github.com/davidtheclark/focus-trap,Copyright (c) 2015-2016 David Clark
focus-trap-react,6.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,focus-trap-react,focus-trap-react,,https://github.com/davidtheclark/focus-trap-react,Copyright (c) 2015 David Clark
follow-redirects,1.5.10,false,Exempt - Version closely related to 1.5.1,2,MIT,MIT,Approved,follow-redirects,follow-redirects,NOT FOUND,https://github.com/follow-redirects/follow-redirects,Copyright 2014–present Olivier Lalonde <olalonde@gmail.com>- James Talmage <james@talmage.io>- Ruben Verborgh
foo,unknown,true,New version and not exempt,,,,No license information available,app-module-path/test/src,foo,,,
for-in,1.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,for-in,for-in,,https://github.com/jonschlinkert/for-in,Copyright (c) 2014-2017- Jon Schlinkert
for-own,0.1.5,false,Exempt - Version closely related to 0.1.3,2,MIT,MIT,Approved,for-own,for-own,,https://github.com/jonschlinkert/for-own,Copyright (c) 2014-2015- 2017- Jon Schlinkert
forever-agent,0.6.1,false,Previously pedigree reviewed,2,Apache-2.0,Apache-2.0,Approved,forever-agent,forever-agent,,https://github.com/mikeal/forever-agent,
form-data,2.3.3,false,Exempt - Version closely related to 2.3.1,2,MIT,MIT,Approved,form-data,form-data,,https://github.com/form-data/form-data,Copyright (c) 2012 Felix Geisendörfer (felix@debuggable.com) and contributors
forwarded,0.1.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/forwarded,forwarded,,,Copyright (c) 2014-2017 Douglas Christopher Wilson
fragment-cache,0.2.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fragment-cache,fragment-cache,,https://github.com/jonschlinkert/fragment-cache,Copyright (c) 2016-2017- Jon Schlinkert
fresh,0.5.2,false,Exempt - Version closely related to 0.5.0,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/fresh,fresh,,,Copyright (c) 2012 TJ Holowaychuk <tj@vision-media.ca>
from2,2.3.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,from2,from2,,https://github.com/hughsk/from2,Copyright (c) 2014 Hugh Kennedy
fs-constants,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fs-constants,fs-constants,,https://github.com/mafintosh/fs-constants,Copyright (c) 2018 Mathias Buus
fs-extra,8.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,fs-extra,fs-extra,NOT FOUND,https://github.com/jprichardson/node-fs-extra,Copyright (c) 2011-2017 JP Richardson
fs-minipass,1.2.5,false,Exempt - Version closely related to 1.2.3,2,ISC,ISC,Approved,fsevents/node_modules/fs-minipass,fs-minipass,,https://github.com/npm/fs-minipass,Copyright (c) Isaac Z. Schlueter and Contributors
fs-write-stream-atomic,1.0.10,false,Exempt - Version closely related to 1.0.8,2,ISC,ISC,Approved,fs-write-stream-atomic,fs-write-stream-atomic,,https://github.com/npm/fs-write-stream-atomic,Copyright (c) Isaac Z. Schlueter and Contributors
fs.realpath,1.0.0,false,Previously pedigree reviewed,2,ISC KEYWORD MIT UNKNOWN,ISC,Needs Review,fs.realpath,fs.realpath,,https://github.com/isaacs/fs.realpath,Copyright (c) Isaac Z. Schlueter and Contributors
fsevents,1.2.9,false,Exempt - Version closely related to 1.2.4,2,MIT,MIT,Approved,fsevents,fsevents,,https://github.com/strongloop/fsevents,Copyright (C) 2010-2014 Philipp Dunkel
function-bind,1.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,function-bind,function-bind,,https://github.com/Raynos/function-bind,Copyright (c) 2013 Raynos.
gauge,2.7.4,false,Exempt - Version closely related to 2.7.3,2,ISC,ISC,Approved,fsevents/node_modules/gauge,gauge,,https://github.com/iarna/gauge,Copyright (c) 2014- Rebecca Turner
get-caller-file,1.0.3,false,Exempt - Version closely related to 1.0.2,2,ISC UNKNOWN,ISC,Needs Review,webpack-dev-server/node_modules/get-caller-file,get-caller-file,,https://github.com/stefanpenner/get-caller-file,Copyright 2018 Stefan Penner
get-caller-file,2.0.5,false,Previously pedigree reviewed,2,ISC UNKNOWN,ISC,Needs Review,get-caller-file,get-caller-file,,https://github.com/stefanpenner/get-caller-file,Copyright 2018 Stefan Penner
get-stream,4.1.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,get-stream,get-stream,,https://github.com/sindresorhus/get-stream,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
get-value,2.0.6,false,Previously pedigree reviewed,2,MIT,MIT,Approved,get-value,get-value,,https://github.com/jonschlinkert/get-value,Copyright (c) 2014-2016- Jon Schlinkert.
getpass,0.1.7,false,Previously pedigree reviewed,2,MIT,MIT,Approved,getpass,getpass,,https://github.com/arekinath/node-getpass,Copyright Joyent- Inc. All rights reserved.
github-from-package,0.0.0,true,New package and not exempt,,MIT,MIT,Approved,github-from-package,github-from-package,,https://github.com/substack/github-from-package,
glob,7.1.3,false,Exempt - Version closely related to 7.1.4,2,ISC,ISC,Approved,fsevents/node_modules/glob,glob,,https://github.com/isaacs/node-glob,Copyright (c) Isaac Z. Schlueter and Contributors
glob,7.1.5,false,Exempt - Version closely related to 7.1.4,2,CC-BY-SA-4.0 ISC KEYWORD UNKNOWN,ISC,Needs Review | Needs Legal Approval,glob,glob,NOT FOUND,https://github.com/isaacs/node-glob,Copyright (c) Isaac Z. Schlueter and Contributors
glob-base,0.3.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,glob-base,glob-base,,https://github.com/jonschlinkert/glob-base,Copyright (c) 2015- Jon Schlinkert.
glob-parent,2.0.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,dustjs-linkedin/node_modules/glob-parent,glob-parent,,https://github.com/es128/glob-parent,Copyright (c) 2015 Elan Shanker
glob-parent,3.1.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,glob-parent,glob-parent,,https://github.com/es128/glob-parent,Copyright (c) 2015 Elan Shanker
global-modules,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,resolve-dir/node_modules/global-modules,global-modules,,https://github.com/jonschlinkert/global-modules,Copyright (c) 2015-2017- Jon Schlinkert.
global-modules,2.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,global-modules,global-modules,,https://github.com/jonschlinkert/global-modules,Copyright (c) 2015-present- Jon Schlinkert.
global-prefix,1.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,global-prefix,global-prefix,,https://github.com/jonschlinkert/global-prefix,Copyright (c) 2015-2017- Jon Schlinkert.
global-prefix,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,global-modules/node_modules/global-prefix,global-prefix,,https://github.com/jonschlinkert/global-prefix,Copyright (c) 2015-present- Jon Schlinkert.
globby,6.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,globby,globby,,https://github.com/sindresorhus/globby,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
graceful-fs,4.2.3,false,Exempt - Version closely related to 4.2.0,2,ISC,ISC,Approved,graceful-fs,graceful-fs,NOT FOUND,https://github.com/isaacs/node-graceful-fs,Copyright (c) Isaac Z. Schlueter- Ben Noordhuis- and Contributors
graphql,14.5.8,true,New version and not exempt,,MIT,MIT,Approved,graphql,graphql,NOT FOUND,https://github.com/graphql/graphql-js,Copyright (c) 2019 GraphQL Contributors
handle-thing,2.0.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,handle-thing,handle-thing,,https://github.com/spdy-http2/handle-thing,Copyright Fedor Indutny- 2015.
har-schema,2.0.0,false,Previously pedigree reviewed,2,ISC,ISC,Approved,har-schema,har-schema,,https://github.com/ahmadnassri/har-schema,Copyright (c) 2015- Ahmad Nassri
har-validator,5.1.3,false,Exempt - Version closely related to 5.1.0,2,MIT,MIT,Approved,har-validator,har-validator,,https://github.com/ahmadnassri/node-har-validator,Copyright (c) 2018 Ahmad Nassri <ahmad@ahmadnassri.com>
has,1.0.3,false,Exempt - Version closely related to 1.0.1,2,MIT,MIT,Approved,has,has,,https://github.com/tarruda/has,Copyright (c) 2013 Thiago de Arruda
has-flag,3.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,has-flag,has-flag,,https://github.com/sindresorhus/has-flag,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
has-symbols,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,has-symbols,has-symbols,,https://github.com/ljharb/has-symbols,Copyright (c) 2016 Jordan Harband
has-unicode,2.0.1,false,Previously pedigree reviewed,2,ISC,ISC,Approved,fsevents/node_modules/has-unicode,has-unicode,,https://github.com/iarna/has-unicode,Copyright (c) 2014- Rebecca Turner
has-value,0.3.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,unset-value/node_modules/has-value,has-value,,https://github.com/jonschlinkert/has-value,Copyright (c) 2014-2016- Jon Schlinkert.
has-value,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,has-value,has-value,,https://github.com/jonschlinkert/has-value,Copyright (c) 2014-2017- Jon Schlinkert
has-values,0.1.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,unset-value/node_modules/has-values,has-values,,https://github.com/jonschlinkert/has-values,Copyright (c) 2014-2016- Jon Schlinkert.
has-values,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,has-values,has-values,,https://github.com/jonschlinkert/has-values,Copyright (c) 2014-2017- Jon Schlinkert
hash-base,3.0.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,hash-base,hash-base,,https://github.com/crypto-browserify/hash-base,Copyright (c) 2016 Kirill Fomichev
hash.js,1.1.7,false,Exempt - Version closely related to 1.1.5,2,Apache-2.0 MIT,MIT,Approved,hash.js,hash.js,,https://github.com/indutny/hash.js,
hmac-drbg,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,hmac-drbg,hmac-drbg,,https://github.com/indutny/hmac-drbg,Copyright Fedor Indutny- 2017.
homedir-polyfill,1.0.3,false,Exempt - Version closely related to 1.0.1,2,MIT,MIT,Approved,homedir-polyfill,homedir-polyfill,,https://github.com/doowb/homedir-polyfill,Copyright (c) 2016 Brian Woodward
hpack.js,2.1.6,false,Previously pedigree reviewed,2,MIT,MIT,Approved,hpack.js,hpack.js,,https://github.com/indutny/hpack.js,Copyright Fedor Indutny- 2015.
html-entities,1.2.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,html-entities,html-entities,,https://github.com/mdevils/node-html-entities,Copyright (c) 2013 Dulin Marat
http-deceiver,1.2.7,false,Previously pedigree reviewed,2,MIT,MIT,Approved,http-deceiver,http-deceiver,,https://github.com/indutny/http-deceiver,Copyright Fedor Indutny- 2015.
http-errors,1.6.3,false,Exempt - Version closely related to 1.6.1,2,MIT,MIT,Approved,express/node_modules/http-errors,http-errors,,https://github.com/jshttp/http-errors,Copyright (c) 2014 Jonathan Ong me@jongleberry.com
http-errors,1.7.2,false,Previously pedigree reviewed,2,ISC MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/http-errors,http-errors,,,Copyright (c) 2014 Jonathan Ong me@jongleberry.com
http-parser-js,0.4.10,false,Exempt - Version closely related to 0.4.9,2,KEYWORD MIT UNKNOWN,MIT,Needs Review,http-parser-js,http-parser-js,,https://github.com/creationix/http-parser-js,Copyright (c) 2015 Tim Caswell (https://github.com/creationix) and other
http-proxy,1.18.0,true,New version and not exempt,,MIT UNKNOWN,MIT,Needs Review,http-proxy,http-proxy,NOT FOUND,https://github.com/http-party/node-http-proxy,Copyright (c) 2010-2016 Charlie Robbins- Jarrett Cruger & the Contributors.
http-proxy-middleware,0.18.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,http-proxy-middleware,http-proxy-middleware,NOT FOUND,https://github.com/chimurai/http-proxy-middleware,Copyright (c) 2015 Steven Chim
http-proxy-middleware,0.19.1,false,Exempt - Version closely related to 0.19.0,2,MIT,MIT,Approved,webpack-dev-server/node_modules/http-proxy-middleware,http-proxy-middleware,,https://github.com/chimurai/http-proxy-middleware,Copyright (c) 2015 Steven Chim
http-signature,1.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,http-signature,http-signature,,https://github.com/joyent/node-http-signature/,Copyright Joyent- Inc. All rights reserved.
https-browserify,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,https-browserify,https-browserify,,https://github.com/substack/https-browserify,Copyright (c) James Halliday
ibm-cos-sdk,1.5.3,true,New version and not exempt,,Apache-2.0 KEYWORD MIT UNKNOWN,Apache-2.0,Needs Review,ibm-cos-sdk,ibm-cos-sdk,NOT FOUND,https://github.com/ibm/ibm-cos-sdk-js,Copyright 2012-2017 Amazon.com- Inc. or its affiliates. All Rights Reserved.
iconv-lite,0.4.23,false,Exempt - Version closely related to 0.4.13,2,MIT,MIT,Approved,express/node_modules/iconv-lite,iconv-lite,,https://github.com/ashtuchkin/iconv-lite,Copyright (c) 2011 Alexander Shtuchkin
iconv-lite,0.4.24,false,Exempt - Version closely related to 0.4.13,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/iconv-lite,iconv-lite,,https://github.com/ashtuchkin/iconv-lite,Copyright (c) 2011 Alexander Shtuchkin
icss-utils,4.1.1,false,Previously pedigree reviewed,2,ISC UNKNOWN,ISC,Needs Review,icss-utils,icss-utils,,https://github.com/css-modules/icss-utils,Copyright 2018 Glen Maddern
ieee754,1.1.13,false,Exempt - Version closely related to 1.1.8,2,BSD-3-Clause,BSD-3-Clause,Approved,ieee754,ieee754,,https://github.com/feross/ieee754,Copyright 2008 Fair Oaks Labs- Inc.
iferr,0.1.5,false,Previously pedigree reviewed,2,MIT,MIT,Approved,iferr,iferr,,https://github.com/shesek/iferr,Copyright (c) 2014 Nadav Ivgi
ignore-loader,0.1.2,false,Previously pedigree reviewed,2,MIT,,Approved,ignore-loader,ignore-loader,,https://github.com/cherrry/ignore-loader,Copyright (c) 2016 Cherry Ng
ignore-walk,3.0.1,false,Exempt - Version closely related to 3.0.0,2,ISC,ISC,Approved,fsevents/node_modules/ignore-walk,ignore-walk,,https://github.com/isaacs/ignore-walk,Copyright (c) Isaac Z. Schlueter and Contributors
iltorb,2.4.4,true,New package and not exempt,,MIT UNKNOWN,MIT,Needs Review,iltorb,iltorb,NOT FOUND,https://github.com/MayhemYDG/iltorb,Copyright (c) 2009- 2010- 2013-2016 by the Brotli Authors.
import-local,2.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,import-local,import-local,,https://github.com/sindresorhus/import-local,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
imurmurhash,0.1.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,imurmurhash,imurmurhash,,https://github.com/jensyt/imurmurhash-js,Copyright (c) 2013 Gary Court- Jens Taylor
indexes-of,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,indexes-of,indexes-of,,https://github.com/dominictarr/indexes-of,Copyright (c) 2013 Dominic Tarr
infer-owner,1.0.4,false,Previously pedigree reviewed,2,ISC,ISC,Approved,infer-owner,infer-owner,NOT FOUND,https://github.com/npm/infer-owner,Copyright (c) npm- Inc. and Contributors
inflight,1.0.6,false,Previously pedigree reviewed,2,ISC,ISC,Approved,fsevents/node_modules/inflight,inflight,,https://github.com/isaacs/inflight,Copyright (c) Isaac Z. Schlueter
inherits,2.0.1,false,Exempt - Version closely related to 2.0.3,2,ISC,ISC,Approved,assert/node_modules/inherits,inherits,,https://github.com/isaacs/inherits,Copyright (c) Isaac Z. Schlueter
inherits,2.0.3,false,Previously pedigree reviewed,2,ISC,ISC,Approved,@kui-shell/proxy/app/node_modules/inherits,inherits,,,Copyright (c) Isaac Z. Schlueter
inherits,2.0.4,false,Exempt - Version closely related to 2.0.3,2,ISC,ISC,Approved,inherits,inherits,,https://github.com/isaacs/inherits,Copyright (c) Isaac Z. Schlueter
ini,1.3.5,false,Exempt - Version closely related to 1.3.4,2,ISC,ISC,Approved,fsevents/node_modules/ini,ini,,https://github.com/isaacs/ini,Copyright (c) Isaac Z. Schlueter and Contributors
internal-ip,4.3.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,internal-ip,internal-ip,,https://github.com/sindresorhus/internal-ip,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
interpret,1.2.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,interpret,interpret,,https://github.com/gulpjs/interpret,Copyright (c) 2014-2018 Tyler Kellen <tyler@sleekcode.net>- Blaine Bublitz <blaine.bublitz@gmail.com>- and Eric Schoffstall <yo@contra.io>
invalid main,unknown,true,New package and not exempt,,,,No license information available,resolve/test/resolver/invalid_main,invalid main,,,
invariant,2.2.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,invariant,invariant,,https://github.com/zertosh/invariant,Copyright (c) 2013-present- Facebook- Inc.
invert-kv,1.0.0,false,Previously pedigree reviewed,2,,MIT,Approved | Reference Only,invert-kv,invert-kv,,https://github.com/sindresorhus/invert-kv,
invert-kv,2.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,webpack-cli/node_modules/invert-kv,invert-kv,,https://github.com/sindresorhus/invert-kv,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
ip,1.1.5,false,Exempt - Version closely related to 1.1.4,2,MIT,MIT,Approved,ip,ip,,https://github.com/indutny/node-ip,Copyright Fedor Indutny- 2012.
ip-regex,2.1.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,ip-regex,ip-regex,,https://github.com/sindresorhus/ip-regex,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
ipaddr.js,1.9.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,@kui-shell/proxy/app/node_modules/ipaddr.js,ipaddr.js,,,Copyright (C) 2011-2017 whitequark <whitequark@whitequark.org>
is-absolute-url,3.0.3,false,Exempt - Expected license matched,2,MIT,MIT,Approved,is-absolute-url,is-absolute-url,NOT FOUND,https://github.com/sindresorhus/is-absolute-url,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
is-accessor-descriptor,0.1.6,false,Previously pedigree reviewed,2,MIT,MIT,Approved,is-accessor-descriptor,is-accessor-descriptor,,https://github.com/jonschlinkert/is-accessor-descriptor,Copyright (c) 2015- Jon Schlinkert.
is-accessor-descriptor,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,base/node_modules/is-accessor-descriptor,is-accessor-descriptor,,https://github.com/jonschlinkert/is-accessor-descriptor,Copyright (c) 2015-2017- Jon Schlinkert.
is-arguments,1.0.4,true,New package and not exempt,,MIT,MIT,Approved,is-arguments,is-arguments,NOT FOUND,https://github.com/ljharb/is-arguments,Copyright (c) 2014 Jordan Harband
is-binary-path,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,is-binary-path,is-binary-path,,https://github.com/sindresorhus/is-binary-path,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
is-buffer,1.1.6,false,Previously pedigree reviewed,2,MIT,MIT,Approved,dustjs-linkedin/node_modules/is-buffer,is-buffer,,https://github.com/feross/is-buffer,Copyright (c) Feross Aboukhadijeh
is-buffer,2.0.4,false,Exempt - Version closely related to 2.0.3,2,MIT,MIT,Approved,is-buffer,is-buffer,NOT FOUND,https://github.com/feross/is-buffer,Copyright (c) Feross Aboukhadijeh
is-callable,1.1.4,false,Exempt - Version closely related to 1.1.3,2,MIT,MIT,Approved,is-callable,is-callable,,https://github.com/ljharb/is-callable,Copyright (c) 2015 Jordan Harband
is-data-descriptor,0.1.4,false,Previously pedigree reviewed,2,MIT,MIT,Approved,is-data-descriptor,is-data-descriptor,,https://github.com/jonschlinkert/is-data-descriptor,Copyright (c) 2015- Jon Schlinkert.
is-data-descriptor,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,base/node_modules/is-data-descriptor,is-data-descriptor,,https://github.com/jonschlinkert/is-data-descriptor,Copyright (c) 2015-2017- Jon Schlinkert.
is-date-object,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,is-date-object,is-date-object,,https://github.com/ljharb/is-date-object,Copyright (c) 2015 Jordan Harband
is-descriptor,0.1.6,false,Previously pedigree reviewed,2,MIT,MIT,Approved,is-descriptor,is-descriptor,,https://github.com/jonschlinkert/is-descriptor,Copyright (c) 2015-2017- Jon Schlinkert.
is-descriptor,1.0.2,false,Previously pedigree reviewed,2,MIT,MIT,Approved,base/node_modules/is-descriptor,is-descriptor,,https://github.com/jonschlinkert/is-descriptor,Copyright (c) 2015-2017- Jon Schlinkert.
is-dotfile,1.0.3,false,Exempt - Version closely related to 1.0.2,2,MIT,MIT,Approved,is-dotfile,is-dotfile,,https://github.com/jonschlinkert/is-dotfile,Copyright (c) 2015-2017- Jon Schlinkert
is-equal-shallow,0.1.3,false,Previously pedigree reviewed,2,MIT,MIT,Approved,is-equal-shallow,is-equal-shallow,,https://github.com/jonschlinkert/is-equal-shallow,Copyright (c) 2015- Jon Schlinkert.
is-extendable,0.1.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,is-extendable,is-extendable,,https://github.com/jonschlinkert/is-extendable,Copyright (c) 2015- Jon Schlinkert.
is-extendable,1.0.1,false,Previously pedigree reviewed,2,MIT,MIT,Approved,extend-shallow/node_modules/is-extendable,is-extendable,,https://github.com/jonschlinkert/is-extendable,Copyright (c) 2015-2017- Jon Schlinkert.
is-extglob,1.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,dustjs-linkedin/node_modules/is-extglob,is-extglob,,https://github.com/jonschlinkert/is-extglob,Copyright (c) 2014-2015- Jon Schlinkert.
is-extglob,2.1.1,false,Exempt - Version closely related to 2.1.0,2,MIT,MIT,Approved,is-extglob,is-extglob,,https://github.com/jonschlinkert/is-extglob,Copyright (c) 2014-2016- Jon Schlinkert
is-fullwidth-code-point,1.0.0,false,Exempt - Expected license matched,2,MIT,MIT,Approved,fsevents/node_modules/is-fullwidth-code-point,is-fullwidth-code-point,,https://github.com/sindresorhus/is-fullwidth-code-point,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
is-fullwidth-code-point,2.0.0,false,Previously pedigree reviewed,2,MIT,MIT,Approved,webpack-cli/node_modules/is-fullwidth-code-point,is-fullwidth-code-point,,https://github.com/sindresorhus/is-fullwidth-code-point,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com)
