Name,Version,License,Download URL,Copyright,,,,,
terser,4.1.2,BSD-2-Clause,https://github.com/fabiosantoscode/terser,Copyright 2012-2018 (c) Mihai Bazon <mihai.bazon@gmail.com>,,,,,
terser-webpack-plugin,1.3.0,MIT,https://github.com/webpack-contrib/terser-webpack-plugin,Copyright JS Foundation and other contributors,,,,,
through2,2.0.5,MIT,https://github.com/rvagg/through2,"**Copyright (c) Rod Vagg (the ""Original Author"") and additional contributors**",,,,,
thunky,1.0.3,MIT,https://github.com/mafintosh/thunky,Copyright (c) 2018 Mathias Buus,,,,,
timers-browserify,2.0.10,,https://github.com/jryans/timers-browserify,Copyright © 2012 J. Ryan Stinnett <jryans@gmail.com>,,,,,
tmp,0.1.0,MIT,http://github.com/raszi/node-tmp,Copyright (c) 2014 KARASZI István,,,,,
to-arraybuffer,1.0.1,MIT,https://github.com/jhiesey/to-arraybuffer,Copyright (c) 2016 John Hiesey,,,,,
to-string-loader,1.1.5,BSD-3-Clause,https://github.com/gajus/to-string-loader,N/A no copyright in license,,,,,
tty-browserify,0.0.0,MIT,https://github.com/substack/tty-browserify,N/A no copyright in license,,,,,
ua-parser-js,0.7.20,MIT,http://github.com/faisalman/ua-parser-js,Copyright (c) 2012-2019 Faisal Salman <<f@faisalman.com>>,,,,,
union-value,1.0.1,MIT,https://github.com/jonschlinkert/union-value,Copyright (c) 2015-2017- Jon Schlinkert,,,,,
uniq,1.0.1,MIT,https://github.com/mikolalysenko/uniq,Copyright (c) 2013 Mikola Lysenko,,,,,
unique-filename,1.1.1,ISC,https://github.com/iarna/unique-filename,Copyright npm- Inc,,,,,
unique-slug,2.0.2,ISC,https://github.com/iarna/unique-slug,Copyright npm- Inc,,,,,
universalify,0.1.2,MIT,https://github.com/RyanZim/universalify,Copyright (c) 2017- Ryan Zimmerman <opensrc@ryanzim.com>,,,,,
unused-filename,1.0.0,MIT,https://github.com/sindresorhus/unused-filename,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
upath,1.1.2,MIT,http://github.com/anodynos/upath/,Copyright(c) 2014-2017 Angelos Pikoulas (agelos.pikoulas@gmail.com),,,,,
url,0.10.3,MIT,https://github.com/defunctzombie/node-url,Copyright Joyent- Inc. and other Node contributors.,,,,,
url-parse,1.4.7,MIT,https://github.com/unshiftio/url-parse,Copyright (c) 2015 Unshift.io- Arnout Kazemier-  the Contributors.,,,,,
util,0.11.1,MIT,https://github.com/defunctzombie/node-util,Copyright Joyent- Inc. and other Node contributors. All rights reserved.,,,,,
v8-compile-cache,2.0.3,MIT,https://github.com/zertosh/v8-compile-cache,Copyright (c) 2019 Andres Suarez,,,,,
vm-browserify,1.1.0,MIT,https://github.com/substack/vm-browserify,N/A no copyright in license,,,,,
watchpack,1.6.0,MIT,https://github.com/webpack/watchpack,Copyright JS Foundation and other contributors,,,,,
wbuf,1.7.3,MIT,https://github.com/indutny/wbuf,Copyright Fedor Indutny- 2014.,,,,,
wcwidth,1.0.1,MIT,https://github.com/timoxley/wcwidth,Copyright (C) 2012 by Jun Woong.,,,,,
webpack,4.35.0,MIT,https://github.com/webpack/webpack,Copyright JS Foundation and other contributors,,,,,
webpack-cli,3.3.5,MIT,https://github.com/webpack/webpack-cli,Copyright JS Foundation and other contributors,,,,,
webpack-dev-middleware,3.7.0,MIT,https://github.com/webpack/webpack-dev-middleware,Copyright JS Foundation and other contributors,,,,,
webpack-dev-server,3.7.2,MIT,https://github.com/webpack/webpack-dev-server,Copyright JS Foundation and other contributors,,,,,
webpack-log,2.0.0,MIT,https://github.com/webpack-contrib/webpack-log,Copyright (c) 2017 webpack-contrib,,,,,
webpack-sources,1.3.0,MIT,https://github.com/webpack/webpack-sources,Copyright (c) 2017 JS Foundation and other contributors,,,,,
webpack-visualizer-plugin,0.1.11,MIT,https://github.com/chrisbateman/webpack-visualizer,Copyright (c) 2015 Chris Bateman,,,,,
websocket-driver,0.7.3,Apache-2.0,https://github.com/faye/websocket-driver-node,Copyright 2010-2019 James Coglan,,,,,
websocket-extensions,0.1.3,MIT,http://github.com/faye/websocket-extensions-node,Copyright (c) 2014-2017 James Coglan,,,,,
whatwg-fetch,3.0.0,MIT,https://github.com/github/fetch,Copyright (c) 2014-2016 GitHub- Inc.,,,,,
which-pm-runs,1.0.0,MIT,https://github.com/zkochan/which-pm-runs,Copyright (c) 2017 Zoltan Kochan,,,,,
wide-align,1.1.3,ISC,https://github.com/iarna/wide-align,Copyright (c) 2015- Rebecca Turner,,,,,
worker-farm,1.7.0,MIT,https://github.com/rvagg/node-worker-farm,Copyright (c) 2014 LevelUP contributors,,,,,
wrap-ansi,5.1.0,MIT,https://github.com/chalk/wrap-ansi,Copyright (c) Sindre Sorhus <sindresorhus@gmail.com> (sindresorhus.com),,,,,
ws,7.1.0,MIT,https://github.com/websockets/ws,Copyright (c) 2011 Einar Otto Stangvik <einaros@gmail.com>,,,,,
xml2js,0.4.19,MIT,https://github.com/Leonidas-from-XIV/node-xml2js,Copyright 2010- 2011- 2012- 2013. All rights reserved.,,,,,
xmlbuilder,10.1.1,MIT,http://github.com/oozcitak/xmlbuilder-js,Copyright (c) 2013 Ozgur Ozcitak,,,,,
xmlbuilder,9.0.7,MIT,http://github.com/oozcitak/xmlbuilder-js,Copyright (c) 2013 Ozgur Ozcitak,,,,,
xterm,3.13.0,MIT,https://github.com/xtermjs/xterm.js,Copyright (c) 2017-2019- The xterm.js authors (https://github.com/xtermjs/xterm.js),,,,,
y18n,4.0.0,ISC,https://github.com/yargs/y18n,Copyright (c) 2015- Contributors,,,,,
yallist,3.0.3,ISC,https://github.com/isaacs/yallist,Copyright (c) Isaac Z. Schlueter and Contributors,,,,,
yargs,12.0.5,MIT,https://yargs.js.org/,Copyright 2010 James Halliday (mail@substack.net),,,,,
yargs,13.2.4,MIT,https://yargs.js.org/,Copyright 2010 James Halliday (mail@substack.net),,,,,
yargs-parser,11.1.1,ISC,https://github.com/yargs/yargs-parser,Copyright (c) 2016- Contributors,,,,,
yargs-parser,13.1.1,ISC,https://github.com/yargs/yargs-parser,Copyright (c) 2016- Contributors,,,,,
yauzl,2.4.1,MIT,https://github.com/thejoshwolfe/yauzl,Copyright (c) 2014 Josh Wolfe,,,,,
zip-stream,2.1.0,MIT,https://github.com/archiverjs/node-zip-stream,Copyright (c) 2014 Chris Talkington- contributors.,,,,,
,,,,,,,,,
,,,,,,,,,
COPYRIGHT required for BSD MIT GPL ISC licenses,,,,,,,,,
